Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения;Изображения
"'Каска' (в ассортименте)";"";"22049";"RUB";"56.00";"1";"";"";"";"Маленький мальчик, получив каску, сможет почувствовать себя настоящим строителем. Каска предложена в 3 цветах: желтом, красном и синем. Она выполнена из прочной пластмассы, а значит, не нужно бояться, что она сломается во время игры. С этой каской ваш малыш сможет погрузиться в строительный мир.";"";"'Каска' (в ассортименте)";"";"";"quotkaskaquot-v-assortimente";"";"";"192.00 мм x 178.00 мм x 140.00 мм";"https://playdorado.ru/image/cache/data/22049-600x600.jpg";"https://playdorado.ru/image/cache/data/22049-1-600x600.jpg";"https://playdorado.ru/image/cache/data/22049-2-600x600.jpg";"https://playdorado.ru/image/cache/data/22049-3-600x600.jpg";"https://playdorado.ru/image/cache/data/22049-4-600x600.jpg";"https://playdorado.ru/image/cache/data/22049-5-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"!!Игровые наборы";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"'Пекарь'";"";"22036";"RUB";"707.00";"1";"";"";"";"Набор «Пекарь» — это настоящий рай для любой девочки. В него входит огромное количество разнообразных деталей. В нем можно найти и формочки для печенья, и фартук, и скалку, и различные приборы, и даже сладости. Если малышка будет готовить выпечку с помощью этого набора, она обязательно вырастет прекрасной хозяюшкой.";"";"'Пекарь'";"";"";"quotpekarquot";"";"";"265.00 мм x 70.00 мм x 202.00 мм";"https://playdorado.ru/image/cache/data/22036-600x600.jpg";"https://playdorado.ru/image/cache/data/22036-1-600x600.jpg";"https://playdorado.ru/image/cache/data/22036-2-600x600.jpg";"https://playdorado.ru/image/cache/data/22036-3-600x600.jpg";"https://playdorado.ru/image/cache/data/22036-4-600x600.jpg";"https://playdorado.ru/image/cache/data/22036-5-600x600.jpg";"https://playdorado.ru/image/cache/data/22036-6-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Набор кукольной мебели 'Квартирка'";"";"22180";"RUB";"381.00";"1";"";"";"";"Набор кукольной мебели «Квартирка» — это целый маленький мир для кукольной принцессы. Набор состоит из вместительного шкафчика для одежды, удобной кроватки, двух прикроватных тумбочек, а также столика со стульчиками. В такой комнате могут жить сразу две куклы, она получится уютной и очень функциональной.";"";"Набор кукольной мебели 'Квартирка'";"";"";"nabor-kukolnoy-mebeli-quotkvartirkaquot";"";"";"125.00 мм x 100.00 мм x 180.00 мм";"https://playdorado.ru/image/cache/data/22180-600x600.jpg";"https://playdorado.ru/image/cache/data/22180-1-600x600.jpg";"https://playdorado.ru/image/cache/data/22180-2-600x600.jpg";"https://playdorado.ru/image/cache/data/22180-3-600x600.jpg";"https://playdorado.ru/image/cache/data/22180-4-600x600.jpg";"https://playdorado.ru/image/cache/data/22180-5-600x600.jpg";"https://playdorado.ru/image/cache/data/22180-6-600x600.jpg";"https://playdorado.ru/image/cache/data/22180-7-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Набор 'Печенье'";"";"22047";"RUB";"111.00";"1";"";"";"";"Набор «Печенье» обрадует любую хозяюшку. В набор входит 5 деталей. Это 3 формочки для приготовления печенья, разделочная доска и скалка для раскатки теста. Набор можно использовать как в песочнице, так и дома. Используя набор, малышка научится работать с тестом и, когда подрастет, будет замечательной помощницей маме.";"";"Набор 'Печенье'";"";"";"nabor-quotpechenequot";"";"";"240.00 мм x 50.00 мм x 170.00 мм";"https://playdorado.ru/image/cache/data/22047-600x600.jpg";"https://playdorado.ru/image/cache/data/22047-1-600x600.jpg";"https://playdorado.ru/image/cache/data/22047-2-600x600.jpg";"https://playdorado.ru/image/cache/data/22047-3-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Набор 'Пеку торт'";"";"22046";"RUB";"238.00";"1";"";"";"";"Набор «Пеку торт» обязательно понравится будущему кондитеру. В набор входят 6 разных предметов. Это разделочная доска, 3 формочки для выпекания, фартук для того, чтобы не запачкать одежду, и скалка для раскатки теста. С помощью этого набора можно делать песочные тортики для игрушек, кукол или питомцев.";"";"Набор 'Пеку торт'";"";"";"nabor-quotpeku-tortquot";"";"";"240.00 мм x 50.00 мм x 170.00 мм";"https://playdorado.ru/image/cache/data/22046-600x600.jpg";"https://playdorado.ru/image/cache/data/22046-1-600x600.jpg";"https://playdorado.ru/image/cache/data/22046-2-600x600.jpg";"https://playdorado.ru/image/cache/data/22046-3-600x600.jpg";"https://playdorado.ru/image/cache/data/22046-4-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Набор 'Кондитер'";"";"22045";"RUB";"147.00";"1";"";"";"";"Набор «Кондитер» — прекрасный подарок для любой девочки. Сюда входят 8 предметов: 6 формочек для печенья с рисунками, скалка и разделочная доска. Девочка сможет готовить разнообразные сладости для любимых кукол и игрушек.";"";"Набор 'Кондитер'";"";"";"nabor-quotkonditerquot";"";"";"240.00 мм x 75.00 мм x 170.00 мм";"https://playdorado.ru/image/cache/data/22045-600x600.jpg";"https://playdorado.ru/image/cache/data/22045-1-600x600.jpg";"https://playdorado.ru/image/cache/data/22045-2-600x600.jpg";"https://playdorado.ru/image/cache/data/22045-3-600x600.jpg";"https://playdorado.ru/image/cache/data/22045-4-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Набор 'Волшебный кондитер'";"";"22048";"RUB";"279.00";"1";"";"";"";"Набор «Волшебный кондитер» — то, что нужно для вашей дочки. Сюда входят 9 различных предметов, таких как: 6 формочек для печенья с рисунками, скалка, разделочная доска и фартук, чтобы не запачкаться мукой. Используя этот набор, ваша хозяюшка изучит все нюансы приготовления сладких мучных изделий. Хотите привить малышке любовь к готовке с малых лет.";"";"Набор 'Волшебный кондитер'";"";"";"nabor-quotvolshebnyy-konditerquot";"";"";"240.00 мм x 75.00 мм x 170.00 мм";"https://playdorado.ru/image/cache/data/22048-600x600.jpg";"https://playdorado.ru/image/cache/data/22048-1-600x600.jpg";"https://playdorado.ru/image/cache/data/22048-2-600x600.jpg";"https://playdorado.ru/image/cache/data/22048-3-600x600.jpg";"https://playdorado.ru/image/cache/data/22048-4-600x600.jpg";"https://playdorado.ru/image/cache/data/22048-5-600x600.jpg";"https://playdorado.ru/image/cache/data/22048-6-600x600.jpg";"https://playdorado.ru/image/cache/data/22048-7-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Набор 'Строим дом'";"";"31009";"RUB";"539.00";"1";"";"";"";"Набор «Строим дом» обязательно понравится любому мальчишке. Он состоит из нескольких предметов. Это машина бригады, везущая ее на строительный участок, и детали фундамента будущего дома. Строители уже готовы взяться за возведение. Скоро стройка закипит. С помощью данного набора ваш малыш будет развивать моторику и осваивать новую роль строителя.";"";"Набор 'Строим дом'";"";"";"nabor-quotstroim-domquot";"";"";"390.00 мм x 180.00 мм x 190.00 мм";"https://playdorado.ru/image/cache/data/31009-600x600.jpg";"https://playdorado.ru/image/cache/data/31009-1-600x600.jpg";"https://playdorado.ru/image/cache/data/31009-2-600x600.jpg";"https://playdorado.ru/image/cache/data/31009-3-600x600.jpg";"https://playdorado.ru/image/cache/data/31009-4-600x600.jpg";"https://playdorado.ru/image/cache/data/31009-5-600x600.jpg";"https://playdorado.ru/image/cache/data/31009-6-600x600.jpg";"https://playdorado.ru/image/cache/data/31009-7-600x600.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Набор 'Водитель'";"";"31011";"RUB";"0.00";"1";"";"";"";"";"";"Набор 'Водитель'";"";"";"nabor-quotvoditelquot";"";"";"300.00 мм x 170.00 мм x 190.00 мм";"https://playdorado.ru/image/cache/data/Catalog/%D0%B8%D0%B3%D1%80%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%BD%D0%B0%D0%B1%D0%BE%D1%80%D1%8B/31011-600x600.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
